rank,scholar_result_id,title,result_url,pdf_url,authors_source,year,snippet,cited_by_count,cited_by_url,versions_count,versions_url,related_url,source_page_start,source_page_url
99,3E8WsFnlC2oJ,Rynnvla-002: A unified vision-language-action and world model,https://arxiv.org/abs/2511.17502,https://arxiv.org/pdf/2511.17502,"J Cen, S Huang, Y Yuan, K Li, H Yuan, C Yu… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"We introduce RynnVLA-002, a unified Vision-Language-Action (VLA) and world model. The world model leverages action and visual inputs to predict future image states, learning the …",25,"https://scholar.google.com/scholar?cites=7641453366133280732&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=7641453366133280732&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:3E8WsFnlC2oJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",90,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=90
100,sujxsAqfOc0J,Towards Deploying VLA Without Fine-Tuning: Plug-and-Play Inference-Time VLA Policy Steering via Embodied Evolutionary Diffusion,https://ieeexplore.ieee.org/abstract/document/11457243/,https://ieeexplore.ieee.org/iel8/7083369/7339444/11457243.pdf,"Z Li, J Liu, Z Dong, T Teng, Q Rouxel… - IEEE Robotics and …, 2026 - ieeexplore.ieee.org",2026,"Vision-Language-Action (VLA) models have demonstrated significant potential in real-world robotic manipulation. However, pre-trained VLA policies still suffer from substantial …",4,"https://scholar.google.com/scholar?cites=14788025719714867378&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=14788025719714867378&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:sujxsAqfOc0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",90,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=90
101,X88lEUccWZMJ,Robust Finetuning of Vision-Language-Action Robot Policies via Parameter Merging,https://arxiv.org/abs/2512.08333,https://arxiv.org/pdf/2512.08333,"Y Yadav, Z Zhou, A Wagenmaker, K Pertsch… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Generalist robot policies, trained on large and diverse datasets, have demonstrated the ability to generalize across a wide spectrum of behaviors, enabling a single policy to act in …",8,"https://scholar.google.com/scholar?cites=10617548688058601311&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=10617548688058601311&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:X88lEUccWZMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
102,nWjXep_6QdwJ,Rlinf: Flexible and efficient large-scale reinforcement learning via macro-to-micro flow transformation,https://arxiv.org/abs/2509.15965,https://arxiv.org/pdf/2509.15965,"C Yu, Y Wang, Z Guo, H Lin, S Xu, H Zang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Reinforcement learning (RL) has demonstrated immense potential in advancing artificial general intelligence, agentic intelligence, and embodied intelligence. However, the inherent …",19,"https://scholar.google.com/scholar?cites=15871242124698019997&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=15871242124698019997&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:nWjXep_6QdwJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
103,C1d0hhz11p0J,Towards long-lived robots: Continual learning vla models via reinforcement fine-tuning,https://arxiv.org/abs/2602.10503,https://arxiv.org/pdf/2602.10503,"Y Liu, H Li, S Tian, Y Qin, Y Chen, Y Zheng… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Pretrained on large-scale and diverse datasets, VLA models demonstrate strong generalization and adaptability as general-purpose robotic policies. However, Supervised …",3,"https://scholar.google.com/scholar?cites=11373547411834427147&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=11373547411834427147&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:C1d0hhz11p0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
104,JYyvyI4xGsMJ,Failsafe: Reasoning and recovery from failures in vision-language-action models,https://arxiv.org/abs/2510.01642,https://arxiv.org/pdf/2510.01642,"Z Lin, J Duan, H Fang, D Fox, R Krishna, C Tan… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Recent advances in robotic manipulation have integrated low-level robotic control into Vision-Language Models (VLMs), extending them into Vision-Language-Action (VLA) …",12,"https://scholar.google.com/scholar?cites=14058603676112489509&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=14058603676112489509&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:JYyvyI4xGsMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
105,2GFVQZIDj98J,When Vision Overrides Language: Evaluating and Mitigating Counterfactual Failures in VLAs,https://arxiv.org/abs/2602.17659,https://arxiv.org/pdf/2602.17659,"Y Fang, Y Feng, D Jing, J Liu, Y Yang, Z Wei… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action models (VLAs) promise to ground language instructions in robot control, yet in practice often fail to faithfully follow language. When presented with …",2,"https://scholar.google.com/scholar?cites=16109098318823776728&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=16109098318823776728&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:2GFVQZIDj98J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
106,XA_vfRIIDeAJ,"Benchmarking vision, language, & action models in procedurally generated, open ended action environments",https://arxiv.org/abs/2505.05540,https://arxiv.org/pdf/2505.05540,"P Guruprasad, Y Wang, S Chowdhury, H Sikka… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Vision-language-action (VLA) models represent an important step toward general-purpose robotic systems by integrating visual perception, language understanding, and action …",5,"https://scholar.google.com/scholar?cites=16144569114708348764&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=16144569114708348764&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:XA_vfRIIDeAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
107,a6O2thtjUOUJ,HoloBrain-0 Technical Report,https://arxiv.org/abs/2602.12062,https://arxiv.org/pdf/2602.12062,"X Lin, T Lin, Y Du, H Xie, Y Jin, J Li, S Wu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"In this work, we introduce HoloBrain-0, a comprehensive Vision-Language-Action (VLA) framework that bridges the gap between foundation model research and reliable real-world …",2,"https://scholar.google.com/scholar?cites=16523816003503039339&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=16523816003503039339&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:a6O2thtjUOUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
108,xToAcrNrQ0cJ,ConsisVLA-4D: Advancing Spatiotemporal Consistency in Efficient 3D-Perception and 4D-Reasoning for Robotic Manipulation,https://arxiv.org/abs/2605.05126,https://arxiv.org/pdf/2605.05126,"W Li, J Liu, L Yixing, J Tong, R Shao, L Nie - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Current Vision-Language-Action (VLA) models primarily focus on mapping 2D observations to actions, but exhibit notable limitations in spatiotemporal perception and reasoning: 1) …",1,"https://scholar.google.com/scholar?cites=5135066418588433093&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:xToAcrNrQ0cJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
109,jkU2tDXu8F4J,Dualcot-vla: Visual-linguistic chain of thought via parallel reasoning for vision-language-action models,https://arxiv.org/abs/2603.22280,https://arxiv.org/pdf/2603.22280,"Z Zhong, J Li, J He, H Yan, X Gong, G Zhao… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models map visual observations and language instructions directly to robotic actions. While effective for simple tasks, standard VLA models often …",3,"https://scholar.google.com/scholar?cites=6841229748399916430&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6841229748399916430&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:jkU2tDXu8F4J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
110,xBGSi8wjuZgJ,Embodied robot manipulation in the era of foundation models: Planning and learning perspectives,https://arxiv.org/abs/2512.22983,https://arxiv.org/pdf/2512.22983,"S Bai, W Song, J Chen, Y Ji, Z Zhong, J Yang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Recent advances in vision, language, and multimodal learning have substantially accelerated progress in robotic foundation models, with robot manipulation remaining a …",4,"https://scholar.google.com/scholar?cites=11004866525878424004&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=11004866525878424004&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:xBGSi8wjuZgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",100,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=100
111,ljT0vi-XIjwJ,VLA-Thinker: Boosting Vision-Language-Action Models through Thinking-with-Image Reasoning,https://arxiv.org/abs/2603.14523,https://arxiv.org/pdf/2603.14523,"C Wang, W Bao, S Gao, B Xu, Y Tian, YS Rawat… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models have shown promising capabilities for embodied intelligence, but most existing approaches rely on text-based chain-of-thought reasoning …",2,"https://scholar.google.com/scholar?cites=4333192022806770838&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=4333192022806770838&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:ljT0vi-XIjwJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",110,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=110
112,z-SpGlIobqUJ,TabVLA: Targeted Backdoor Attacks on Vision-Language-Action Models,https://arxiv.org/abs/2510.10932,https://arxiv.org/pdf/2510.10932,"Z Xu, X Zheng, X Ma, YG Jiang - arXiv preprint arXiv:2510.10932, 2025 - arxiv.org",2025,"With the growing deployment of Vision-Language-Action (VLA) models in real-world embodied AI systems, their increasing vulnerability to backdoor attacks poses a serious …",8,"https://scholar.google.com/scholar?cites=11920509596796052687&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=11920509596796052687&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:z-SpGlIobqUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",110,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=110
113,L4XJSMUK2kcJ,MMaDA-VLA: Large Diffusion Vision-Language-Action Model with Unified Multi-Modal Instruction and Generation,https://arxiv.org/abs/2603.25406,https://arxiv.org/pdf/2603.25406,"Y Liu, P Ding, T Jiang, X Wang, W Song, M Lin… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models aim to control robots for manipulation from visual observations and natural-language instructions. However, existing hierarchical and …",2,"https://scholar.google.com/scholar?cites=5177462564061807919&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=5177462564061807919&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:L4XJSMUK2kcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",110,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=110
114,TIva9K4YPPIJ,Vla-forget: Vision-language-action unlearning for embodied foundation models,https://arxiv.org/abs/2604.03956,https://arxiv.org/pdf/2604.03956,"R Ranjan, A Polyzou - arXiv preprint arXiv:2604.03956, 2026 - arxiv.org",2026,"Vision-language-action (VLA) models are emerging as embodied foundation models for robotic manipulation, but their deployment introduces a new unlearning challenge: removing …",3,"https://scholar.google.com/scholar?cites=17454853395492539212&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=17454853395492539212&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:TIva9K4YPPIJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",110,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=110
115,jzN9sXC3LGcJ,"A1: A Fully Transparent Open-Source, Adaptive and Efficient Truncated Vision-Language-Action Model",https://arxiv.org/abs/2604.05672,https://arxiv.org/pdf/2604.05672,"K Zhang, J Zhang, R Xu, Y Sun, S Xue, Y Wen… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision--Language--Action (VLA) models have emerged as a powerful paradigm for open- world robot manipulation, but their practical deployment is often constrained by\emph {cost} …",2,"https://scholar.google.com/scholar?cites=7434518779523838863&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=7434518779523838863&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:jzN9sXC3LGcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",110,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=110
